Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
231	SKJ3	clue just as well I do n't think you 'd get along with a smartphone the satnav I mainly need	is sitting	right next to me right everything you mainly need is sitting right next to you yeah yep true just need	clue_NN1 just_RR as_RR21 well_RR22 I_PPIS1 do_VD0 n't_XX think_VVI you_PPY 'd_VM get_VVI along_II21 with_II22 a_AT1 smartphone_NN1 the_AT satnav_NN1 I_PPIS1 mainly_RR need_VV0	is_VBZ sitting_VVG	right_RR next_II21 to_II22 me_PPIO1 right_JJ everything_PN1 you_PPY mainly_RR need_VV0 is_VBZ sitting_VVG right_RR next_II21 to_II22 you_PPY yeah_UH yep_UH true_JJ just_RR need_VV0	Family advising, and discussing daily topics	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts within Sample release	S0198 S0229 S0230	3	2014-08-31	0:18:16	Driving from Dorset to Brighton	2014 Q3	2014	Close family, partners, very close friends	Recycling, living space, loosing glasses, kitchen utensils, traffic, bicycle laws, nap sacks, technology	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=230	6589973	6589974
232	SKJH	there yeah mm it was was n't it ? on him all the time I think it was cos he	was sitting	behind the speaker were n't he ? yeah uhu mm god it 'll be interesting to know what 's gon	there_RL yeah_UH mm_UH it_PPH1 was_VBDZ was_VBDZ n't_XX it_PPH1 ?_YQUE on_II him_PPHO1 all_DB the_AT time_NNT1 I_PPIS1 think_VV0 it_PPH1 was_VBDZ cos_CS he_PPHS1	was_VBDZ sitting_VVG	behind_II the_AT speaker_NN1 were_VBDR n't_XX he_PPHS1 ?_YQUE yeah_UH uhu_UH mm_UH god_NN1 it_PPH1 'll_VM be_VBI interesting_JJ to_TO know_VVI what_DDQ 's_VBZ gon_VVGK	Walking round the garden and tea and cake	Discussing, explaining, inquiring	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-03-23	0:31:17	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Birds nests and feeders, cake, puppets, diabetes, old people	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=231	6610011	6610012
233	SKMV	not so into that idea yeah yeah and er it 's a bit weird it was quite funny when I	was standing	outside having a fag there was like there was this group of Asian people there yeah Asian students they were	not_XX so_RR into_II that_DD1 idea_NN1 yeah_UH yeah_UH and_CC er_UH it_PPH1 's_VBZ a_RR21 bit_RR22 weird_JJ it_PPH1 was_VBDZ quite_RG funny_JJ when_CS I_PPIS1	was_VBDZ standing_VVG	outside_II having_VHG a_AT1 fag_NN1 there_EX was_VBDZ like_RR there_EX was_VBDZ this_DD1 group_NN1 of_IO Asian_JJ people_NN there_RL yeah_UH Asian_JJ students_NN2 they_PPHS2 were_VBDR	Friends discussing films and joining the Arts Picture House. 	Discussing, explaining, inquiring	Revised	Texts within Sample release	S0261 S0262 S0298	3	2014-10-07	0:29:36	The Free Press Pub in Cambridge.	2014 Q4	2014	Friends, wider family circle	The film ‘Ida’  Communist Polish and German eras; The Cambridge Spies; Sylvia. Joining the Arts Picture House membership. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=232	6652445	6652446
234	SKYQ	over and got past it I moved over to go past it and he ran in front of me he	was sitting	sitting up looking at the lights very sad but it was a huge clonk and then when I got home	over_RP and_CC got_VVD past_II it_PPH1 I_PPIS1 moved_VVD over_RP to_TO go_VVI past_II it_PPH1 and_CC he_PPHS1 ran_VVD in_II31 front_II32 of_II33 me_PPIO1 he_PPHS1	was_VBDZ sitting_VVG	sitting_VVG up_RP looking_VVG at_II the_AT lights_NN2 very_RG sad_JJ but_CCB it_PPH1 was_VBDZ a_AT1 huge_JJ clonk_NN1 and_CC then_RT when_CS I_PPIS1 got_VVD home_RL	no info	Discussing, inquiring 	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-10-16	1:02:35	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	cars	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=233	6748632	6748633
235	SKYQ	blob and you ca n't really work out whether yours is there yeah cos the table 's that wide you	're stood	one side of the table the music 's over there because your bells are down in front of it yeah	blob_NN1 and_CC you_PPY ca_VM n't_XX really_RR work_VVI out_RP whether_CSW yours_PPGE is_VBZ there_RL yeah_UH cos_CS the_AT table_NN1 's_VBZ that_DD1 wide_JJ you_PPY	're_VBR stood_VVN	one_MC1 side_NN1 of_IO the_AT table_NN1 the_AT music_NN1 's_VBZ over_RL21 there_RL22 because_CS your_APPGE bells_NN2 are_VBR down_RP in_II31 front_II32 of_II33 it_PPH1 yeah_UH	no info	Discussing, inquiring 	Revised	Texts within Sample release	S0012 S0013 S0278	3	2014-10-16	1:02:35	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	cars	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=234	6757139	6757140
236	SKZX	that was years ago --ANONnameM I do n't know there was a great conversation when she brought my latte we	were sitting	outside and this old lady said why is his different from mine ? mine 's a c- he says yours	that_DD1 was_VBDZ years_NNT2 ago_RA --ANONnameM_NP1 I_PPIS1 do_VD0 n't_XX know_VVI there_EX was_VBDZ a_AT1 great_JJ conversation_NN1 when_CS she_PPHS1 brought_VVD my_APPGE latte_NN1 we_PPIS2	were_VBDR sitting_VVG	outside_RL and_CC this_DD1 old_JJ lady_NN1 said_VVD why_RRQ is_VBZ his_APPGE different_JJ from_II mine_PPGE ?_YQUE mine_PPGE 's_VBZ a_AT1 c-_FU he_PPHS1 says_VVZ yours_PPGE	Meeting friend	Discussing, explaining, Inquiring, requesting, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0391 S0392 S0393	3	2015-10-10	0:20:02	Car on way home	2015 Q4	2015	Close family, partners, very close friends	music, purchases, nature, sleep, places, football, relatives, photograph, TV, arrangements, linguistics, urban planning, sociology.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=235	6765369	6765370
237	SL8N	have to do the toys as well and she she we have to do the toys as well and she	's sitting	there giggling her head off we we fetch the big panda and then she go and fetch her panda yeah	have_VH0 to_TO do_VDI the_AT toys_NN2 as_RR21 well_RR22 and_CC she_PPHS1 she_PPHS1 we_PPIS2 have_VH0 to_TO do_VDI the_AT toys_NN2 as_RR21 well_RR22 and_CC she_PPHS1	's_VBZ sitting_VVG	there_RL giggling_VVG her_APPGE head_NN1 off_RP we_PPIS2 we_PPIS2 fetch_VV0 the_AT big_JJ panda_NN1 and_CC then_RT she_PPHS1 go_VV0 and_CC fetch_VV0 her_APPGE panda_NN1 yeah_UH	Chatting and tour of the garden	Discussing, explaining, inquiring, complaining	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-03-23	1:59:35	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Talking on Skype, eclipse, moving, tv licence, eating well, cosmos, black holes, beginnings of space, painting programme, being politically correct, plants, neighbours fencing, owl box, bamboo.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=236	6785440	6785441
238	SL9D	one where she landed in in his lap yes when you say she landed on his lap that implies she	was sitting	in it mm yeah her face landed in his lap slash crotch mm --ANONnameM might 've enjoyed it did he	one_PN1 where_RRQ she_PPHS1 landed_VVD in_II in_II his_APPGE lap_NN1 yes_UH when_CS you_PPY say_VV0 she_PPHS1 landed_VVD on_II his_APPGE lap_NN1 that_CST implies_VVZ she_PPHS1	was_VBDZ sitting_VVG	in_II it_PPH1 mm_UH yeah_UH her_APPGE face_NN1 landed_VVD in_II his_APPGE lap_NN1 slash_NN1 crotch_NN1 mm_UH --ANONnameM_NP1 might_VM 've_VHI enjoyed_VVN it_PPH1 did_VDD he_PPHS1		Discussing	Original	Texts within Sample release	S0058 S0179	2	2012-04-25	0:06:16	ANON's car	2012 Q2	2012	Close family, partners, very close friends	Films, a friend’s job, cyclists	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=237	6807762	6807763
239	SL9V	it is it 's weird you just feel you feel really strange if you go to a conference and everyone	's standing	around with a cup of coffee and you 're not ah it 's hot it reminds me so much of	it_PPH1 is_VBZ it_PPH1 's_VBZ weird_JJ you_PPY just_RR feel_VV0 you_PPY feel_VVI really_RR strange_JJ if_CS you_PPY go_VV0 to_II a_AT1 conference_NN1 and_CC everyone_PN1	's_VBZ standing_VVG	around_RP with_IW a_AT1 cup_NN1 of_IO coffee_NN1 and_CC you_PPY 're_VBR not_XX ah_UH it_PPH1 's_VBZ hot_JJ it_PPH1 reminds_VVZ me_PPIO1 so_RG much_DA1 of_IO	Seeing ANON and ANON for the first time in two years	Discussing, explaining, inquiring, complaining, advising, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0233 S0234	4	2014-09-06	2:24:44	In mine and ANON's flat, Sussex	2014 Q3	2014	Friends, wider family circle	The new flat, family, America, Spanish, tea, the weather, visiting friends, games, siblings, Cambridge, travel, master's degrees, cosmetics, spices, garden farming, iPhone, South Korea, town centres, Bedford, gum tree, rent, rigmarole, homeless people, sibling rivalries, university, education, linguistics, location, online dating, swimming pools, work, lottery, TV, dogging, porn, skype, interviews, Game of Thrones, books, Brighton, wine, quitting cigarettes, genetic markers, hangovers & alcohol, animals, research, form filling, accents & dialects, recording, business & service, politics, taxes, cars  	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=238	6812083	6812084
240	SL9V	it was horrible do you remember ? that 's not actually as good a story as it could be we	were sitting	on a nudist beach in Mexico like on the coast somewhere and like though the only people that were nude	it_PPH1 was_VBDZ horrible_JJ do_VD0 you_PPY remember_VVI ?_YQUE that_DD1 's_VBZ not_XX actually_RR as_RG good_JJ a_AT1 story_NN1 as_CSA it_PPH1 could_VM be_VBI we_PPIS2	were_VBDR sitting_VVG	on_II a_AT1 nudist_NN1 beach_NN1 in_II Mexico_NP1 like_RR on_II the_AT coast_NN1 somewhere_RL and_CC like_RR though_RR the_AT only_JJ people_NN that_CST were_VBDR nude_JJ	Seeing ANON and ANON for the first time in two years	Discussing, explaining, inquiring, complaining, advising, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0233 S0234	4	2014-09-06	2:24:44	In mine and ANON's flat, Sussex	2014 Q3	2014	Friends, wider family circle	The new flat, family, America, Spanish, tea, the weather, visiting friends, games, siblings, Cambridge, travel, master's degrees, cosmetics, spices, garden farming, iPhone, South Korea, town centres, Bedford, gum tree, rent, rigmarole, homeless people, sibling rivalries, university, education, linguistics, location, online dating, swimming pools, work, lottery, TV, dogging, porn, skype, interviews, Game of Thrones, books, Brighton, wine, quitting cigarettes, genetic markers, hangovers & alcohol, animals, research, form filling, accents & dialects, recording, business & service, politics, taxes, cars  	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=239	6827362	6827363
241	SL9V	--UNCLEARWORD but so after that we had wine no we had a cocktail at dinner and we were also we	were sitting	on the beach we were oh yes so we were sat on the beach at four o'clock er and then	--UNCLEARWORD_FU but_CCB so_RR after_CS that_CST we_PPIS2 had_VHD wine_NN1 no_UH we_PPIS2 had_VHD a_AT1 cocktail_NN1 at_II dinner_NN1 and_CC we_PPIS2 were_VBDR also_RR we_PPIS2	were_VBDR sitting_VVG	on_II the_AT beach_NN1 we_PPIS2 were_VBDR oh_UH yes_UH so_RR we_PPIS2 were_VBDR sat_VVN on_II the_AT beach_NN1 at_II four_MC o'clock_RA er_UH and_CC then_RT	Seeing ANON and ANON for the first time in two years	Discussing, explaining, inquiring, complaining, advising, inviting, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0233 S0234	4	2014-09-06	2:24:44	In mine and ANON's flat, Sussex	2014 Q3	2014	Friends, wider family circle	The new flat, family, America, Spanish, tea, the weather, visiting friends, games, siblings, Cambridge, travel, master's degrees, cosmetics, spices, garden farming, iPhone, South Korea, town centres, Bedford, gum tree, rent, rigmarole, homeless people, sibling rivalries, university, education, linguistics, location, online dating, swimming pools, work, lottery, TV, dogging, porn, skype, interviews, Game of Thrones, books, Brighton, wine, quitting cigarettes, genetic markers, hangovers & alcohol, animals, research, form filling, accents & dialects, recording, business & service, politics, taxes, cars  	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=240	6835364	6835365
242	SLDB	I was like yeah well look Tuesday 's the next available day I 'll call you then and last night	was sat	in her with Craig like basically just staring at him like a crazy person thinking what the fuck happened to	I_PPIS1 was_VBDZ like_RR yeah_UH well_RR look_VV0 Tuesday_NPD1 's_VBZ the_AT next_MD available_JJ day_NNT1 I_PPIS1 'll_VM call_VVI you_PPY then_RT and_CC last_MD night_NNT1	was_VBDZ sat_VVN	in_II her_PPHO1 with_IW Craig_NP1 like_RR basically_RR just_RR staring_VVG at_II him_PPHO1 like_II a_AT1 crazy_JJ person_NN1 thinking_VVG what_DDQ the_AT fuck_NN1 happened_VVD to_II	Friends eating dinner, chatting 	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0086	2	2012-04-11	1:26:00	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle	Friendships, exercise, work 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=241	6881127	6881128
243	SLJ5	but --ANONnameM 's earning good enough so mm and they 've paid off their mortgage so they 're quite they	're sitting	pretty really anyway how how are we left with this front door ? erm we have to lock it from	but_CCB --ANONnameM_NP1 's_VBZ earning_VVG good_JJ enough_RR so_RR mm_UH and_CC they_PPHS2 've_VH0 paid_VVN off_RP their_APPGE mortgage_NN1 so_CS they_PPHS2 're_VBR quite_RR they_PPHS2	're_VBR sitting_VVG	pretty_RG really_RR anyway_RR how_RRQ how_RRQ are_VBR we_PPIS2 left_VVN with_IW this_DD1 front_JJ door_NN1 ?_YQUE erm_UH we_PPIS2 have_VH0 to_TO lock_VVI it_PPH1 from_II	Chatting about our day	Discussing, explaining, inquiring, requesting, making arrangements	Revised	Texts not in Sample release	S0679 S0681	2	2015-12-02	0:47:44	living room, Hardwick Cambridge	2015 Q4	2015	Close family, partners, very close friends	Discussing the past day, Wicken Fen nature reserve, Online banking, Savings and interest, Housing and issues, Issues about Dave’s front door and door keys, Mapping genotypes, Planning the next day, Christmas cards, Choosing and delivering a Christmas present to friend, Issues with my mobility rollator, Changing battery in electric candle, Christmas lists	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=242	6904867	6904868
244	SLPW	just like this is finished like he was like do you reckon this is this is still good it 's	been sat	out here for a while ? I was like people leave butter out in like little containers out of the	just_RR like_II this_DD1 is_VBZ finished_VVN like_RR he_PPHS1 was_VBDZ like_RR do_VD0 you_PPY reckon_VVI this_DD1 is_VBZ this_DD1 is_VBZ still_RR good_JJ it_PPH1 's_VHZ	been_VBN sat_VVN	out_RP here_RL for_IF a_AT1 while_NNT1 ?_YQUE I_PPIS1 was_VBDZ like_II people_NN leave_VV0 butter_NN1 out_RP in_II like_RR little_JJ containers_NN2 out_II21 of_II22 the_AT		Discussing, explaining, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0187 S0188 S0200 S0387	4	2015-03-12	0:18:09	Bristol, home of all speakers	2015 Q1	2015	Close family, partners, very close friends	Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university, TV.	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=243	6965612	6965613
245	SLPW	fucking used that what would I use half a fucking kitchen roll for ? he 's never fucking quiet he	's sitting	there quiet he 's thinking oh let 's let me hear what else they 've got so I can think	fucking_RR used_VVN that_DD1 what_DDQ would_VM I_PPIS1 use_VVI half_DB a_AT1 fucking_JJ kitchen_NN1 roll_NN1 for_IF ?_YQUE he_PPHS1 's_VBZ never_RR fucking_JJ quiet_JJ he_PPHS1	's_VBZ sitting_VVG	there_RL quiet_JJ he_PPHS1 's_VBZ thinking_VVG oh_UH let_VM21 's_VM22 let_VVI me_PPIO1 hear_VVI what_DDQ else_RR they_PPHS2 've_VH0 got_VVN so_RR I_PPIS1 can_VM think_VVI		Discussing, explaining, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0187 S0188 S0200 S0387	4	2015-03-12	0:18:09	Bristol, home of all speakers	2015 Q1	2015	Close family, partners, very close friends	Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university, TV.	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=244	6966063	6966064
246	SLSS	yeah it 's cos I 'm sat on that spinny chair and well they ask questions and I 'm I	'm sat	at a spinning chair sat at a desk ? I can just I can just imagine --ANONnameF like just sat	yeah_UH it_PPH1 's_VBZ cos_CS I_PPIS1 'm_VBM sat_VVN on_II that_DD1 spinny_JJ chair_NN1 and_CC well_RR they_PPHS2 ask_VV0 questions_NN2 and_CC I_PPIS1 'm_VBM I_PPIS1	'm_VBM sat_VVN	at_II a_AT1 spinning_JJ chair_NN1 sat_VVD at_II a_AT1 desk_NN1 ?_YQUE I_PPIS1 can_VM just_RR I_PPIS1 can_VM just_RR imagine_VVI --ANONnameF_NP1 like_RR just_RR sat_VVD	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=245	6993009	6993010
247	SLX6	've earned it definitely yeah that 's it with a wedding you 're at their yeah beck and call you	're standing	around that 's right all day yeah you you 're there yeah all day so we have yeah in fact	've_VH0 earned_VVN it_PPH1 definitely_RR yeah_UH that_DD1 's_VBZ it_PPH1 with_IW a_AT1 wedding_NN1 you_PPY 're_VBR at_II their_APPGE yeah_UH beck_NN1 and_CC call_NN1 you_PPY	're_VBR standing_VVG	around_RP that_DD1 's_VBZ right_JJ all_DB day_NNT1 yeah_UH you_PPY you_PPY 're_VBR there_RL yeah_UH all_DB day_NNT1 so_CS we_PPIS2 have_VH0 yeah_UH in_II fact_NN1	Journey home from gig	Discussing, explaining, inquiring, complaining, advising, announcing, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0392 S0480	2	2015-09-12	1:02:08	ANON’s car	2015 Q3	2015	Friends, wider family circle	people, reflecting on the day, music, out of the window, retail, driving, places, events, language, electronic appliances, physics, 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=246	7031406	7031407
248	SM99	--UNCLEARWORD fart my nan does it all the time --UNCLEARWORD nan it 's even worse it 's really er they	're stood	in front of you just fart --UNCLEARWORD your nan yeah and he does it like mid-sentence and does n't stop	--UNCLEARWORD_FU fart_NN1 my_APPGE nan_NN1 does_VDZ it_PPH1 all_DB the_AT time_NNT1 --UNCLEARWORD_FU nan_NN1 it_PPH1 's_VBZ even_RR worse_JJR it_PPH1 's_VBZ really_RR er_UH they_PPHS2	're_VBR stood_VVN	in_II31 front_II32 of_II33 you_PPY just_RR fart_VV0 --UNCLEARWORD_FU your_APPGE nan_NN1 yeah_UH and_CC he_PPHS1 does_VDZ it_PPH1 like_VVI mid-sentence_NN1 and_CC does_VDZ n't_XX stop_VVI	Eating Chinese food	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements, apologizing, telling jokes	Revised	Texts not in Sample release	S0336 S0337 S0346 S0347	4	2014-10-17	0:46:46	At home	2014 Q4	2014	Close family, partners, very close friends	Chinese food, funerals, friends, housemates, news, Bob the Builder, cricket, films	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=247	7107669	7107670
249	SMCW	mm er out to first of all the first stop was er Walvis Bay in Botswana and I remember I	was standing	wow what ? in Bar- Barcelona ? yeah we went got the boat from Barcelona to Africa right ? oh	mm_UH er_UH out_RP to_II first_MD of_IO all_DB the_AT first_MD stop_NN1 was_VBDZ er_UH Walvis_NP1 Bay_NN1 in_II Botswana_NP1 and_CC I_PPIS1 remember_VV0 I_PPIS1	was_VBDZ standing_VVG	wow_UH what_DDQ ?_YQUE in_II Bar-_FU Barcelona_NP1 ?_YQUE yeah_UH we_PPIS2 went_VVD got_VVN the_AT boat_NN1 from_II Barcelona_NP1 to_II Africa_NP1 right_RR ?_YQUE oh_UH	Friends talking about relationships and the past	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts within Sample release	S0281 S0307	2	2014-10-07	1:04:17	Speaker's house, Brighton	2014 Q4	2014	Close family, partners, very close friends	food, personal relationships, life story anecdotes	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=248	7142399	7142400
250	SMK3	my liking well I I do n't know I I think it it needed a bit of humour cos I	was sitting	there there watching Countdown it was hysterical with er Richard Whiteley yeah yeah what did you get --ANONnameM ? twenty-one	my_APPGE liking_NN1 well_RR I_PPIS1 I_PPIS1 do_VD0 n't_XX know_VVI I_PPIS1 I_PPIS1 think_VV0 it_PPH1 it_PPH1 needed_VVD a_AT1 bit_NN1 of_IO humour_NN1 cos_CS I_PPIS1	was_VBDZ sitting_VVG	there_RL there_RL watching_VVG Countdown_NN1 it_PPH1 was_VBDZ hysterical_JJ with_IW er_UH Richard_NP1 Whiteley_NP1 yeah_UH yeah_UH what_DDQ did_VDD you_PPY get_VVI --ANONnameM_NP1 ?_YQUE twenty-one_MC		Discussing	Revised	Texts not in Sample release	S0588 S0589 S0590 S0616	4	2016-02-07	2:00:00	ANON’s home	2016 Q1	2016	Close family, partners, very close friends		T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=249	7222405	7222406
251	SMSW	no but still it 's bad but still older yeah yeah yeah so it 's like it 's like it	's sitting	there shagging her like his face like next to her like naked and that all this yeah and there 's	no_UH but_CCB still_RR it_PPH1 's_VBZ bad_JJ but_CCB still_RR older_JJR yeah_UH yeah_UH yeah_UH so_RR it_PPH1 's_VBZ like_RR it_PPH1 's_VBZ like_RR it_PPH1	's_VBZ sitting_VVG	there_RL shagging_VVG her_PPHO1 like_II his_APPGE face_NN1 like_II next_II21 to_II22 her_PPHO1 like_II naked_JJ and_CC that_DD1 all_DB this_DD1 yeah_UH and_CC there_EX 's_VBZ	Friends chatting about general stuff	Discussing, explaining, complaining, advising	Revised	Texts not in Sample release	S0202 S0203	2	2014-08-19	0:30:18	In a bar	2014 Q3	2014	Close family, partners, very close friends	Friendship, paedophiles, guitars, bands, hobbies	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=250	7337928	7337929
252	SMSW	he was never left on his own sort of thing right okay or like erm she like the proper teacher	was sat	at the back of class and she he 'd go right I 'm taking this class sort of thing stand	he_PPHS1 was_VBDZ never_RR left_VVN on_II his_APPGE own_DA sort_NN1 of_IO thing_NN1 right_RR okay_RR or_CC like_RR erm_UH she_PPHS1 like_RR the_AT proper_JJ teacher_NN1	was_VBDZ sat_VVN	at_II the_AT back_NN1 of_IO class_NN1 and_CC she_PPHS1 he_PPHS1 'd_VM go_VVI right_RR I_PPIS1 'm_VBM taking_VVG this_DD1 class_NN1 sort_NN1 of_IO thing_NN1 stand_NN1	Friends chatting about general stuff	Discussing, explaining, complaining, advising	Revised	Texts not in Sample release	S0202 S0203	2	2014-08-19	0:30:18	In a bar	2014 Q3	2014	Close family, partners, very close friends	Friendship, paedophiles, guitars, bands, hobbies	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=251	7339098	7339099
253	SMSW	who got who got her phone she was like I 'm just gon na send a text off it we	were sat	there looking at her pictures going like oh look at these like you would you were like what the fuck	who_PNQS got_VVD who_PNQS got_VVD her_APPGE phone_NN1 she_PPHS1 was_VBDZ like_RR I_PPIS1 'm_VBM just_RR gon_VVGK na_TO send_VVI a_AT1 text_NN1 off_II it_PPH1 we_PPIS2	were_VBDR sat_VVN	there_RL looking_VVG at_II her_APPGE pictures_NN2 going_VVG like_RR oh_UH look_VV0 at_II these_DD2 like_II you_PPY would_VM you_PPY were_VBDR like_RR what_DDQ the_AT fuck_NN1	Friends chatting about general stuff	Discussing, explaining, complaining, advising	Revised	Texts not in Sample release	S0202 S0203	2	2014-08-19	0:30:18	In a bar	2014 Q3	2014	Close family, partners, very close friends	Friendship, paedophiles, guitars, bands, hobbies	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=252	7339850	7339851
254	SN2C	like woke up at some point good ah I had a dream last night that you were snoring that I	was sitting	on this big branch overlooking and it was the tallest tree in the jungle and I was overlooking all the	like_VV0 woke_VVD up_RP at_II some_DD point_NN1 good_JJ ah_UH I_PPIS1 had_VHD a_AT1 dream_NN1 last_MD night_NNT1 that_CST you_PPY were_VBDR snoring_VVG that_CST I_PPIS1	was_VBDZ sitting_VVG	on_II this_DD1 big_JJ branch_NN1 overlooking_VVG and_CC it_PPH1 was_VBDZ the_AT tallest_JJT tree_NN1 in_II the_AT jungle_NN1 and_CC I_PPIS1 was_VBDZ overlooking_VVG all_DB the_AT	Dreams	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0652 S0653 S0654 S0655	4	2016-01-31	0:23:29	Home kitchen, Comberton	2016 Q1	2016	Close family, partners, very close friends	Dreams, wanting to own a dog, the Lottery 	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=253	7445486	7445487
255	SN3D	new does it matter ? yes I 've got new gloves now excellent you 'll look the part when you	're stood	by the ski lift yes I 'll look good even though I ca n't ski you probably wo n't even	new_JJ does_VDZ it_PPH1 matter_VVI ?_YQUE yes_UH I_PPIS1 've_VH0 got_VVN new_JJ gloves_NN2 now_RT excellent_JJ you_PPY 'll_VM look_VVI the_AT part_NN1 when_CS you_PPY	're_VBR stood_VVN	by_II the_AT ski_NN1 lift_NN1 yes_UH I_PPIS1 'll_VM look_VVI good_JJ even_CS21 though_CS22 I_PPIS1 ca_VM n't_XX ski_VVI you_PPY probably_RR wo_VM n't_XX even_RR	Discussing work and holiday after dinner.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-01-15	2:00:02	Family home, Fradley, Staffs)	2016 Q1	2016	Close family, partners, very close friends	Wine / food, work,, skiing, cars, work experience	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=254	7462671	7462672
